客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
15384,22,Female,48401.0,SEO,Conversion,5417.79,0.12,0.15,21,1.68,13.63,76,1,1,8,1187,IsConfid,ToolConfid,0,2023-04-04
15385,48,Female,60431.0,Email,Retention,5730.26,0.11,0.11,6,1.17,4.4,19,11,6,9,3085,IsConfid,ToolConfid,1,2023-06-19
15386,42,Male,84459.0,Social Media,Conversion,5321.94,0.08,0.19,43,1.43,10.0,70,0,2,5,2647,IsConfid,ToolConfid,0,2023-01-11
15387,48,Female,110473.0,Email,Awareness,4828.1,0.03,0.19,31,1.81,12.47,72,2,2,9,1732,IsConfid,ToolConfid,0,2023-05-24
15388,42,Female,131387.0,Referral,Retention,3436.93,0.16,0.1,15,9.62,7.59,33,0,1,0,1903,IsConfid,ToolConfid,0,2023-10-03
15389,37,Female,143311.0,PPC,Conversion,9096.76,0.17,0.13,35,2.86,0.89,53,2,3,9,166,IsConfid,ToolConfid,0,2023-01-15
15390,61,Female,84875.54,Email,Awareness,4562.95,0.11,0.16,1,2.84,12.04,64,15,7,4,2586,IsConfid,ToolConfid,0,2023-03-05
15391,34,Female,140327.0,Email,Awareness,5331.64,0.29,0.09,16,8.72,13.25,71,18,3,5,921,IsConfid,ToolConfid,0,2023-09-02
15392,62,Male,84875.54,PPC,Awareness,6599.13,0.17,0.17,48,7.77,0.95,50,7,3,7,1999,IsConfid,ToolConfid,0,2023-12-05
15393,19,Male,84875.54,PPC,Retention,769.79,0.27,0.03,2,7.08,2.18,40,18,9,9,1265,IsConfid,ToolConfid,0,2023-11-14
15394,42,Male,96789.0,PPC,Awareness,7834.75,0.17,0.1,47,4.8,1.76,0,4,9,3,1784,IsConfid,ToolConfid,1,2023-09-26
15395,30,Female,68504.0,Referral,Awareness,5173.82,0.07,0.1,22,1.28,3.71,24,0,5,8,4808,IsConfid,ToolConfid,0,2023-05-09
15396,56,Male,23223.0,PPC,Conversion,6606.05,0.17,0.14,36,8.44,7.69,92,12,8,2,158,IsConfid,ToolConfid,0,2023-03-15
15397,45,Female,90977.0,Referral,Awareness,7742.92,0.27,0.03,38,8.75,0.98,51,4,2,7,3387,IsConfid,ToolConfid,1,2023-03-19
15398,59,Female,128126.0,Social Media,Retention,8753.58,0.15,0.03,27,5.34,2.95,80,19,6,1,2183,IsConfid,ToolConfid,0,2023-05-08
15399,23,Female,60149.0,Referral,Conversion,3982.98,0.08,0.18,44,6.8,6.41,70,18,3,5,1829,IsConfid,ToolConfid,0,2023-06-12
15400,20,Female,32863.0,Social Media,Awareness,8133.16,0.07,0.07,40,5.3,9.68,98,6,6,0,2652,IsConfid,ToolConfid,0,2023-06-12
15401,52,Female,123488.0,PPC,Retention,2662.49,0.24,0.07,7,3.67,13.69,15,12,3,3,3615,IsConfid,ToolConfid,1,2023-03-23
15402,35,Female,49564.0,PPC,Awareness,79647.88,0.03,0.16,32,5.86,12.53,20,13,5,9,3244,IsConfid,ToolConfid,1,2023-12-15
15403,28,Female,102189.0,Social Media,Retention,1116.8,0.2,0.09,3,7.2,1.28,1,17,2,8,3828,IsConfid,ToolConfid,1,2023-06-10
15404,37,Male,109624.0,SEO,Awareness,298.3,0.2,0.17,6,2.39,14.52,89,13,3,6,4000,IsConfid,ToolConfid,0,2023-08-25
15405,22,Female,42499.0,Referral,Conversion,1048.05,0.06,0.09,10,5.78,4.37,68,12,4,9,2408,IsConfid,ToolConfid,1,2023-02-07
15406,36,Female,127619.0,Email,Consideration,3261.89,0.21,0.15,39,7.98,5.77,4,7,6,9,2078,IsConfid,ToolConfid,0,2023-02-11
15407,42,Female,146056.0,PPC,Consideration,407.84,0.21,0.11,7,5.28,1.58,72,19,0,3,4710,IsConfid,ToolConfid,0,2023-08-06
15408,36,Female,109218.0,Referral,Retention,6341.86,0.11,0.19,19,2.41,14.07,52,17,7,6,3827,IsConfid,ToolConfid,1,2023-05-04
15409,64,Female,52132.0,Referral,Retention,3233.79,0.15,0.07,42,8.83,8.42,17,13,5,2,288,IsConfid,ToolConfid,0,2023-03-22
15410,33,Male,146272.0,PPC,Consideration,7390.12,0.25,0.08,38,7.06,7.99,18,1,7,3,3141,IsConfid,ToolConfid,0,2023-04-03
15411,41,Female,24533.0,Social Media,Conversion,554.56,0.16,0.19,27,6.69,0.72,62,10,7,0,3018,IsConfid,ToolConfid,1,2023-11-03
15412,58,Male,102962.0,PPC,Conversion,2245.35,0.19,0.15,10,6.87,0.55,5,14,8,0,46,IsConfid,ToolConfid,0,2023-04-23
15413,21,Male,100096.0,Referral,Awareness,4139.23,0.13,0.18,49,3.21,10.39,62,9,3,3,853,IsConfid,ToolConfid,1,2023-03-10
15414,32,Female,54409.0,SEO,Conversion,3888.25,0.05,0.07,21,5.43,7.49,26,16,2,8,657,IsConfid,ToolConfid,1,2023-12-25
15415,42,Female,101461.0,Social Media,Consideration,1396.89,0.3,0.11,35,3.93,7.86,53,10,0,0,1653,IsConfid,ToolConfid,1,2023-12-29
15416,61,Male,42987.0,PPC,Consideration,6227.96,0.16,0.07,5,8.5,9.93,30,7,8,1,1225,IsConfid,ToolConfid,1,2023-08-26
15417,52,Female,30633.0,Email,Conversion,2915.95,0.11,0.06,6,6.3,2.62,63,1,1,4,247,IsConfid,ToolConfid,0,2023-01-10
15418,31,Female,121601.0,PPC,Conversion,7238.22,0.22,0.11,9,7.46,14.98,20,2,8,6,2238,IsConfid,ToolConfid,1,2023-12-19
15419,42,Female,76207.0,Referral,Consideration,2278.26,0.19,0.2,39,6.94,1.67,13,6,9,1,475,IsConfid,ToolConfid,0,2023-09-07
15420,36,Female,84875.54,Referral,Consideration,8790.73,0.08,0.05,3,5.35,4.38,79,13,7,6,3193,IsConfid,ToolConfid,0,2023-02-23
15421,55,Female,115661.0,Email,Consideration,3938.81,0.26,0.06,8,8.24,10.56,1,11,8,4,1361,IsConfid,ToolConfid,0,2023-11-27
15422,53,Male,23996.0,Social Media,Consideration,9018.93,0.03,0.06,37,6.54,7.98,17,4,1,5,647,IsConfid,ToolConfid,1,2023-04-26
15423,24,Female,20014.0,Referral,Consideration,3484.17,0.19,0.16,48,3.04,1.9,17,4,6,2,1526,IsConfid,ToolConfid,1,2023-05-21
15424,47,Male,84875.54,Social Media,Conversion,185.57,0.15,0.11,18,3.62,11.74,34,6,6,9,1241,IsConfid,ToolConfid,0,2023-03-09
15425,36,Male,21674.0,Social Media,Conversion,5218.5,0.0,0.08,45,8.44,14.57,77,0,2,5,1566,IsConfid,ToolConfid,1,2023-03-02
15426,42,Female,57867.0,PPC,Awareness,5295.4,0.25,0.17,32,9.47,7.36,81,16,3,1,1888,IsConfid,ToolConfid,1,2023-10-22
15427,42,Female,105537.0,Social Media,Awareness,1286.36,0.2,0.07,37,5.93,4.17,82,18,9,9,3292,IsConfid,ToolConfid,0,2023-05-04
15428,33,Male,77251.0,Referral,Conversion,2426.14,0.23,0.08,21,4.47,2.05,24,7,8,9,1178,IsConfid,ToolConfid,0,2023-11-14
15429,64,Male,75709.0,Referral,Awareness,7856.61,0.13,0.02,38,6.63,3.48,98,11,0,4,3665,IsConfid,ToolConfid,1,2023-02-05
15430,57,Female,140162.0,SEO,Conversion,463.88,0.28,0.03,0,5.35,5.01,6,2,2,4,1795,IsConfid,ToolConfid,1,2023-02-01
15431,42,Female,37864.0,Social Media,Awareness,6227.96,0.17,0.04,48,8.58,3.23,2,11,6,5,86,IsConfid,ToolConfid,0,2023-02-28
15432,25,Female,46321.0,SEO,Awareness,5351.04,0.16,0.08,20,8.5,10.42,56,7,1,2,2199,IsConfid,ToolConfid,1,2023-06-17
15433,35,Male,44082.0,PPC,Conversion,6918.25,0.28,0.11,48,5.11,0.83,75,3,2,1,2948,IsConfid,ToolConfid,0,2023-05-06
15434,45,Female,137734.0,SEO,Consideration,470.82,0.17,0.01,6,8.24,6.43,53,6,3,2,874,IsConfid,ToolConfid,0,2023-06-30
15435,33,Male,60131.0,Social Media,Conversion,5897.9,1.0,0.05,45,2.74,5.93,15,13,0,3,3597,IsConfid,ToolConfid,0,2023-05-24
15436,42,Male,91493.0,Referral,Conversion,130.67,0.17,0.04,6,4.37,13.23,19,1,8,7,1356,IsConfid,ToolConfid,0,2023-09-19
15437,36,Female,24210.0,PPC,Retention,6227.96,0.29,0.06,21,1.72,4.46,4,4,8,6,4629,IsConfid,ToolConfid,1,2023-10-13
15438,59,Female,134080.0,Social Media,Retention,5046.87,0.23,0.04,12,8.27,8.94,60,11,2,0,743,IsConfid,ToolConfid,0,2023-02-28
15439,34,Male,140159.0,PPC,Retention,9121.69,0.15,0.05,22,9.78,0.57,30,4,4,6,1677,IsConfid,ToolConfid,1,2023-02-18
15440,62,Male,84875.54,Email,Consideration,1353.24,1.0,0.2,21,6.19,13.8,23,12,1,2,3890,IsConfid,ToolConfid,0,2023-08-05
15441,30,Female,84586.0,Social Media,Conversion,1775.96,0.08,0.11,25,7.9,9.73,62,1,7,3,1115,IsConfid,ToolConfid,0,2023-01-01
15442,24,Male,103605.0,Email,Retention,6725.58,0.14,0.15,17,4.61,12.01,44,9,4,9,4703,IsConfid,ToolConfid,0,2023-09-28
15443,44,Male,84875.54,SEO,Conversion,3811.13,0.14,0.17,6,6.05,8.76,43,11,1,6,695,IsConfid,ToolConfid,0,2023-06-20
15444,27,Female,46865.0,Social Media,Retention,6271.87,0.02,0.14,1,4.13,12.33,87,15,5,1,2147,IsConfid,ToolConfid,1,2023-04-16
15445,51,Male,103606.0,Email,Conversion,9974.8,0.14,0.11,18,7.27,1.72,79,16,5,8,385,IsConfid,ToolConfid,1,2023-01-03
15446,53,Male,24158.0,Referral,Consideration,9870.03,0.15,0.11,13,3.22,10.8,38,14,4,4,3181,IsConfid,ToolConfid,0,2023-06-29
15447,42,Female,141497.0,SEO,Retention,3601.76,0.2,0.13,24,2.38,2.66,27,0,5,3,4495,IsConfid,ToolConfid,0,2023-09-16
15448,23,Female,77852.0,Social Media,Conversion,5088.86,0.16,0.19,32,9.09,8.86,4,2,7,8,1352,IsConfid,ToolConfid,0,2023-09-08
15449,41,Female,69339.0,Social Media,Awareness,9056.43,0.26,0.05,47,8.78,14.79,76,11,4,8,359,IsConfid,ToolConfid,1,2023-03-01
15450,35,Female,121086.0,Referral,Consideration,1012.46,0.17,0.06,38,8.51,3.12,14,9,0,1,2180,IsConfid,ToolConfid,1,2023-03-02
15451,40,Female,40572.0,Referral,Conversion,4577.81,0.13,0.03,47,8.39,4.21,48,8,1,8,2232,IsConfid,ToolConfid,0,2023-02-01
15452,42,Female,24100.0,Email,Awareness,3838.02,0.18,0.17,19,7.57,3.56,3,3,8,0,3724,IsConfid,ToolConfid,0,2023-06-08
15453,46,Female,64469.0,Email,Awareness,3019.34,0.07,0.1,43,8.87,6.48,13,1,7,0,3308,IsConfid,ToolConfid,1,2023-07-16
15454,42,Male,101061.0,Email,Conversion,9942.62,0.12,0.18,4,2.89,7.58,90,0,3,5,856,IsConfid,ToolConfid,0,2023-05-31
15455,34,Female,80861.0,PPC,Retention,7362.14,0.21,0.09,48,8.83,2.82,9,9,0,0,900,IsConfid,ToolConfid,0,2023-12-26
15456,63,Female,38456.0,SEO,Awareness,3948.6,0.13,0.09,20,9.26,0.9,86,12,7,5,2541,IsConfid,ToolConfid,0,2023-06-06
15457,41,Female,75803.0,Social Media,Consideration,8307.32,0.27,0.1,12,7.44,5.45,91,6,0,5,3720,IsConfid,ToolConfid,1,2023-12-04
15458,28,Female,84875.54,SEO,Awareness,4947.69,0.19,0.13,13,6.39,6.04,43,17,8,8,3730,IsConfid,ToolConfid,0,2023-05-16
15459,43,Female,95019.0,Referral,Retention,8740.96,0.05,0.16,15,3.12,6.05,76,14,9,6,1028,IsConfid,ToolConfid,0,2023-09-07
15460,42,Female,84875.54,SEO,Consideration,32845.93,0.15,0.08,44,8.8,10.14,35,7,8,1,146,IsConfid,ToolConfid,0,2023-07-16
15461,51,Male,56232.0,SEO,Consideration,2313.64,0.23,0.28,49,6.19,7.01,58,17,4,0,898,IsConfid,ToolConfid,1,2023-10-02
15462,45,Male,87323.0,Email,Consideration,2548.14,0.2,0.05,49,6.5,2.06,31,17,2,2,1302,IsConfid,ToolConfid,1,2023-03-18
15463,20,Female,126067.0,Referral,Conversion,5430.96,0.27,0.12,40,6.46,14.02,64,12,0,1,1834,IsConfid,ToolConfid,1,2023-10-19
15464,28,Male,84875.54,SEO,Awareness,2984.0,0.23,0.28,27,8.8,10.66,63,15,1,7,4179,IsConfid,ToolConfid,1,2023-11-03
15465,42,Male,118987.0,Social Media,Conversion,1556.48,0.03,0.18,0,2.23,3.59,3,9,4,9,916,IsConfid,ToolConfid,0,2023-10-27
15466,31,Male,84875.54,Email,Conversion,9946.82,0.04,0.18,1,1.56,14.06,0,11,1,9,1357,IsConfid,ToolConfid,1,2023-09-22
15467,42,Male,21132.0,SEO,Conversion,9014.29,0.2,0.1,7,3.02,14.88,81,7,5,3,3393,IsConfid,ToolConfid,1,2023-12-09
15468,43,Female,97850.0,Referral,Consideration,6386.62,0.08,0.01,12,5.43,3.36,76,0,2,2,3807,IsConfid,ToolConfid,0,2023-10-13
15469,65,Male,124181.0,Social Media,Conversion,8926.27,0.18,0.17,37,5.22,6.02,88,8,6,1,4505,IsConfid,ToolConfid,1,2023-03-04
15470,38,Male,108118.0,Referral,Awareness,9361.08,0.24,0.01,18,5.61,1.5,20,19,9,0,2468,IsConfid,ToolConfid,1,2023-07-06
15471,56,Male,113316.0,Referral,Conversion,6793.47,0.18,0.1,1,2.03,7.5,78,5,9,6,1388,IsConfid,ToolConfid,1,2023-05-08
15472,47,Female,146003.0,Referral,Conversion,5234.93,0.13,0.11,30,8.14,11.92,40,17,8,1,1131,IsConfid,ToolConfid,1,2023-06-14
15473,25,Male,84875.54,PPC,Consideration,8831.82,0.2,0.08,9,3.72,13.61,40,4,0,0,2779,IsConfid,ToolConfid,0,2023-01-26
15474,42,Female,84875.54,Social Media,Consideration,5721.19,0.05,0.13,4,9.22,8.41,9,16,2,5,3984,IsConfid,ToolConfid,0,2023-03-27
15475,37,Male,33068.0,Referral,Conversion,1355.33,0.22,0.27,22,8.56,5.23,98,11,9,3,4394,IsConfid,ToolConfid,1,2023-07-20
15476,65,Female,67401.0,PPC,Consideration,44782.49,0.21,0.11,29,1.57,8.83,3,4,3,2,2980,IsConfid,ToolConfid,1,2023-08-24
15477,49,Female,68526.0,Email,Retention,4514.62,0.16,0.13,31,1.48,2.17,68,11,5,1,3730,IsConfid,ToolConfid,1,2023-05-29
15478,39,Male,78958.0,PPC,Retention,9360.15,0.09,0.13,0,6.66,12.61,43,4,2,5,1868,IsConfid,ToolConfid,1,2023-07-17
15479,24,Female,135729.0,Referral,Retention,6625.94,0.24,0.08,44,1.7,8.05,58,6,3,3,1427,IsConfid,ToolConfid,1,2023-09-03
15480,26,Female,96593.0,PPC,Conversion,8765.25,0.16,0.02,43,6.15,14.75,37,11,9,9,3866,IsConfid,ToolConfid,1,2023-08-06
15481,62,Female,75041.0,Referral,Awareness,91201.89,0.03,0.15,41,1.71,6.31,23,0,4,5,771,IsConfid,ToolConfid,0,2023-05-27
15482,18,Female,119158.0,PPC,Awareness,3167.62,0.28,0.15,2,5.31,9.98,23,10,3,3,1625,IsConfid,ToolConfid,0,2023-10-12
15483,46,Female,124042.0,PPC,Consideration,7215.22,0.23,0.11,46,4.77,5.43,18,0,2,9,1088,IsConfid,ToolConfid,1,2023-05-25
15484,25,Female,83372.0,Referral,Awareness,2033.47,0.18,0.09,29,6.32,2.64,83,14,6,8,2089,IsConfid,ToolConfid,1,2023-09-10
15485,21,Female,84875.54,Email,Awareness,4140.64,0.14,0.19,36,4.21,11.44,91,1,7,5,1388,IsConfid,ToolConfid,0,2023-11-14
15486,52,Male,112099.0,Referral,Conversion,8080.31,0.29,0.15,27,2.26,10.25,42,19,1,5,3151,IsConfid,ToolConfid,0,2023-10-12
15487,20,Male,84046.0,Social Media,Consideration,6158.1,0.23,0.15,20,8.58,11.82,74,16,9,8,1914,IsConfid,ToolConfid,0,2023-03-06
15488,62,Female,123669.0,PPC,Awareness,8271.58,0.17,0.14,12,3.69,14.71,86,0,5,3,1687,IsConfid,ToolConfid,1,2023-04-26
15489,57,Female,88086.0,Social Media,Retention,2621.57,0.2,0.18,39,1.61,14.9,78,19,8,7,4132,IsConfid,ToolConfid,1,2023-12-07
15490,24,Female,148088.0,Referral,Consideration,7522.51,0.09,0.13,25,5.51,13.97,84,10,0,3,1066,IsConfid,ToolConfid,1,2023-04-29
15491,44,Female,116458.0,Referral,Consideration,2103.01,0.07,0.01,39,8.9,13.48,99,12,7,6,4338,IsConfid,ToolConfid,1,2023-10-24
15492,18,Female,27089.0,SEO,Consideration,5498.51,0.09,0.13,29,3.53,4.87,12,3,5,8,2936,IsConfid,ToolConfid,0,2023-09-03
15493,44,Female,36623.0,Social Media,Retention,4391.99,0.1,0.13,23,5.06,7.29,31,3,3,2,1159,IsConfid,ToolConfid,0,2023-11-29
15494,33,Female,69641.0,SEO,Awareness,5609.11,0.22,0.02,37,4.62,1.18,9,7,5,4,4431,IsConfid,ToolConfid,1,2023-11-18
15495,55,Female,32043.0,Social Media,Retention,1441.78,0.05,0.09,40,1.44,10.42,58,3,9,0,3878,IsConfid,ToolConfid,0,2023-10-17
15496,24,Female,86572.0,SEO,Consideration,3676.16,0.24,0.11,45,8.82,8.42,45,14,8,3,896,IsConfid,ToolConfid,0,2023-10-20
15497,61,Male,84136.0,SEO,Consideration,6702.35,1.0,0.14,4,7.83,10.75,31,10,4,2,648,IsConfid,ToolConfid,1,2023-12-14
15498,40,Male,144218.0,Social Media,Conversion,6227.96,0.12,0.18,15,1.86,10.37,48,11,4,2,687,IsConfid,ToolConfid,1,2023-09-23
15499,58,Female,108052.0,Referral,Conversion,5534.8,0.1,0.17,45,2.19,4.44,83,1,2,5,820,IsConfid,ToolConfid,1,2023-10-20
15500,28,Female,106700.0,Email,Conversion,5157.22,0.16,0.03,41,1.1,7.19,38,9,8,5,1454,IsConfid,ToolConfid,0,2023-04-20
15501,59,Male,77061.0,Referral,Conversion,9444.46,0.1,0.13,48,9.87,2.02,50,8,2,1,3246,IsConfid,ToolConfid,0,2023-02-21
15502,50,Male,84875.54,Email,Consideration,9352.24,0.13,0.12,15,4.75,1.73,15,6,4,5,778,IsConfid,ToolConfid,1,2023-09-17
15503,42,Female,26122.0,Social Media,Retention,43985.22,0.22,0.07,48,9.37,7.17,38,12,0,1,4022,IsConfid,ToolConfid,0,2023-07-31
15504,53,Female,67346.0,PPC,Conversion,3583.76,0.19,0.04,47,4.78,8.56,59,11,9,9,737,IsConfid,ToolConfid,1,2023-04-17
15505,54,Female,145434.0,Referral,Retention,5593.49,0.23,0.05,9,1.93,5.12,4,16,6,1,1122,IsConfid,ToolConfid,1,2023-03-29
15506,58,Female,117322.0,Referral,Conversion,1046.5,0.22,0.04,17,4.09,1.39,80,3,7,8,3853,IsConfid,ToolConfid,1,2023-11-23
15507,34,Female,133993.0,Referral,Awareness,3099.77,0.25,0.16,37,4.76,10.09,99,6,7,7,2915,IsConfid,ToolConfid,0,2023-03-07
15508,52,Male,36150.0,Social Media,Conversion,2385.59,0.07,0.04,16,2.59,10.32,63,8,9,6,2626,IsConfid,ToolConfid,0,2023-01-22
15509,65,Female,107630.0,PPC,Retention,2311.56,0.3,0.06,40,1.48,5.15,47,19,0,0,1039,IsConfid,ToolConfid,0,2023-05-11
15510,22,Female,97228.0,PPC,Conversion,77054.46,0.17,0.05,39,3.85,0.51,25,6,9,2,4711,IsConfid,ToolConfid,1,2023-05-06
15511,65,Male,32054.0,Referral,Awareness,3905.07,0.22,0.15,30,5.85,9.72,50,7,9,8,1313,IsConfid,ToolConfid,1,2023-01-03
15512,49,Male,21767.0,Referral,Retention,1794.53,0.21,0.04,25,3.3,1.52,67,2,9,6,4604,IsConfid,ToolConfid,0,2023-04-14
15513,20,Male,24708.0,Referral,Retention,8886.96,0.17,0.01,25,9.63,3.74,25,14,0,5,352,IsConfid,ToolConfid,0,2023-10-18
15514,42,Female,126657.0,Social Media,Retention,8754.07,0.3,0.08,39,5.33,4.09,19,14,6,6,731,IsConfid,ToolConfid,1,2023-11-04
15515,64,Male,77999.0,Email,Consideration,6227.96,0.07,0.07,11,2.17,4.32,76,11,0,8,3217,IsConfid,ToolConfid,1,2023-12-20
15516,52,Female,72158.0,Email,Retention,3968.37,0.13,0.09,17,4.72,9.44,70,15,4,8,3380,IsConfid,ToolConfid,0,2023-07-28
15517,42,Female,84875.54,SEO,Consideration,664.13,0.05,0.15,33,7.37,1.65,23,15,3,9,983,IsConfid,ToolConfid,0,2023-09-14
15518,31,Female,48082.0,Social Media,Awareness,1156.75,0.06,0.01,34,5.38,9.86,66,6,2,8,0,IsConfid,ToolConfid,1,2023-11-20
15519,65,Female,54024.0,PPC,Retention,2832.88,0.22,0.02,10,3.98,7.53,66,5,0,9,2543,IsConfid,ToolConfid,0,2023-05-01
15520,48,Male,112270.0,SEO,Retention,2277.7,0.01,0.06,29,1.96,5.56,49,17,7,5,397,IsConfid,ToolConfid,0,2023-10-27
15521,48,Female,128447.0,PPC,Retention,8752.46,0.27,0.18,44,5.14,9.26,15,11,2,0,4297,IsConfid,ToolConfid,0,2023-07-22
15522,34,Female,43461.0,PPC,Awareness,9864.95,0.19,0.04,49,1.88,13.17,94,9,9,3,3087,IsConfid,ToolConfid,0,2023-01-05
15523,41,Male,84875.54,Referral,Consideration,8185.07,0.14,0.2,10,4.34,8.39,32,8,3,7,94,IsConfid,ToolConfid,1,2023-02-26
15524,42,Female,67031.0,PPC,Conversion,7325.5,0.11,0.16,45,2.05,2.76,77,12,3,4,668,IsConfid,ToolConfid,0,2023-11-23
15525,40,Female,119053.0,PPC,Awareness,5927.38,0.05,0.1,3,7.09,8.59,49,18,0,0,1423,IsConfid,ToolConfid,0,2023-01-01
15526,42,Male,102628.0,Social Media,Awareness,7722.09,0.28,0.15,35,7.95,7.08,88,4,0,5,3848,IsConfid,ToolConfid,0,2023-05-19
15527,42,Female,124720.0,Referral,Awareness,9475.63,0.22,0.11,9,3.19,14.14,1,7,3,0,299,IsConfid,ToolConfid,1,2023-12-26
15528,31,Female,144501.0,Referral,Consideration,6053.31,0.11,0.12,33,1.67,9.1,58,1,5,0,2228,IsConfid,ToolConfid,1,2023-09-18
15529,42,Female,59718.0,SEO,Consideration,1630.67,0.17,0.12,30,4.12,1.01,40,9,5,0,3546,IsConfid,ToolConfid,1,2023-07-14
15530,32,Female,84875.54,Referral,Consideration,1722.2,0.1,0.13,31,6.04,2.25,76,3,3,6,609,IsConfid,ToolConfid,0,2023-06-14
15531,32,Male,147535.0,Email,Consideration,5880.24,0.06,0.02,49,7.91,8.22,62,9,5,9,4562,IsConfid,ToolConfid,0,2023-09-29
15532,23,Male,84875.54,Referral,Consideration,3401.34,0.24,0.29,27,4.63,12.03,81,13,1,6,4807,IsConfid,ToolConfid,0,2023-01-18
15533,44,Female,84875.54,SEO,Retention,9111.45,0.22,0.15,42,4.29,1.89,61,8,3,7,2218,IsConfid,ToolConfid,0,2023-01-10
15534,32,Female,84875.54,Email,Conversion,6155.26,0.15,0.07,36,9.18,8.7,83,13,3,5,3450,IsConfid,ToolConfid,0,2023-03-23
15535,42,Female,120017.0,PPC,Conversion,6797.28,0.27,0.2,31,5.05,7.06,1,9,9,9,1903,IsConfid,ToolConfid,1,2023-06-16
15536,53,Male,32777.0,Email,Consideration,157.63,0.06,0.04,31,5.02,5.76,6,7,4,5,3027,IsConfid,ToolConfid,1,2023-07-16
15537,25,Female,109856.0,SEO,Consideration,5038.6,0.14,0.18,16,4.69,1.69,76,5,0,5,4106,IsConfid,ToolConfid,1,2023-03-14
15538,32,Male,28308.0,Referral,Retention,4368.53,0.22,0.14,33,4.27,13.25,7,4,2,0,140,IsConfid,ToolConfid,0,2023-09-26
15539,20,Male,63441.0,Social Media,Consideration,7088.13,0.03,0.11,34,7.56,11.57,2,16,2,1,3280,IsConfid,ToolConfid,1,2023-01-08
15540,64,Female,133682.0,SEO,Retention,3888.12,0.12,0.18,38,3.54,13.85,13,4,3,2,2858,IsConfid,ToolConfid,0,2023-06-12
15541,30,Male,100865.0,Email,Retention,9768.09,0.18,0.17,20,4.41,2.93,86,18,2,7,2518,IsConfid,ToolConfid,0,2023-07-30
15542,58,Male,33882.0,Email,Awareness,6735.01,0.12,0.08,31,3.54,8.8,71,16,5,7,309,IsConfid,ToolConfid,1,2023-12-13
15543,51,Male,134883.0,SEO,Awareness,6633.19,0.15,0.14,33,6.13,0.78,32,19,1,0,3505,IsConfid,ToolConfid,1,2023-07-03
15544,41,Male,24714.0,SEO,Consideration,9201.48,0.19,0.02,33,9.64,3.08,26,9,4,4,1931,IsConfid,ToolConfid,1,2023-04-19
15545,57,Female,111586.0,SEO,Retention,9952.53,0.12,0.1,7,4.51,11.94,10,17,5,3,4936,IsConfid,ToolConfid,0,2023-04-12
15546,49,Female,63432.0,Referral,Consideration,2058.42,0.04,0.11,15,9.71,4.66,96,19,8,0,3034,IsConfid,ToolConfid,0,2023-08-25
15547,49,Male,101289.0,SEO,Awareness,6227.96,0.05,0.06,34,6.91,3.36,10,15,9,5,4184,IsConfid,ToolConfid,0,2023-09-04
15548,47,Female,115515.0,PPC,Awareness,1706.96,0.16,0.02,22,8.16,8.36,17,10,0,6,2163,IsConfid,ToolConfid,1,2023-04-17
15549,42,Female,130625.0,Social Media,Awareness,4624.73,0.06,0.12,21,4.0,10.0,91,14,2,0,2342,IsConfid,ToolConfid,0,2023-10-30
15550,42,Female,84875.54,Social Media,Awareness,6227.96,0.27,0.08,30,3.02,9.35,89,10,6,0,1160,IsConfid,ToolConfid,0,2023-11-07
15551,30,Male,145934.0,PPC,Awareness,6271.37,0.17,0.08,28,6.19,1.94,93,19,7,5,4312,IsConfid,ToolConfid,1,2023-07-05
15552,18,Female,37658.0,Email,Consideration,4738.33,0.11,0.12,37,9.92,13.99,73,7,4,2,4824,IsConfid,ToolConfid,0,2023-06-19
15553,51,Female,84875.54,Email,Consideration,6324.12,0.25,0.13,18,7.39,3.07,41,6,8,4,265,IsConfid,ToolConfid,0,2023-12-18
15554,32,Male,118642.0,Email,Awareness,6811.81,0.16,0.09,44,7.13,13.92,2,0,9,5,379,IsConfid,ToolConfid,1,2023-10-08
15555,61,Female,125065.0,Email,Consideration,6232.38,0.06,0.11,35,5.05,7.51,31,14,7,2,1678,IsConfid,ToolConfid,1,2023-07-05
15556,31,Female,138199.0,Referral,Awareness,3010.89,0.19,0.2,48,8.92,1.99,35,2,0,9,2562,IsConfid,ToolConfid,1,2023-04-15
15557,46,Female,122579.0,PPC,Awareness,8385.9,0.21,0.19,8,7.27,2.66,9,7,0,2,1544,IsConfid,ToolConfid,0,2023-11-06
15558,51,Male,147597.0,Social Media,Awareness,5561.69,1.0,0.14,34,7.07,6.75,84,11,7,4,3085,IsConfid,ToolConfid,1,2023-04-27
15559,35,Male,97027.0,PPC,Consideration,4949.53,0.1,0.04,0,3.63,14.97,54,15,8,6,1989,IsConfid,ToolConfid,1,2023-06-20
15560,24,Male,70808.0,Social Media,Consideration,9871.93,0.01,0.08,32,9.62,13.34,70,18,8,0,79,IsConfid,ToolConfid,1,2023-07-01
15561,46,Female,59530.0,Email,Retention,2906.73,0.1,0.18,16,3.25,14.71,24,9,5,0,2466,IsConfid,ToolConfid,0,2023-04-13
15562,48,Male,28834.0,Referral,Consideration,5327.5,0.0,0.09,25,5.71,7.1,61,9,6,8,2493,IsConfid,ToolConfid,1,2023-08-08
